-----------------------------
汉字      全拼      笔画数   
逸        yi        11       
逹        ta        11       
逺        yuan      11       
逻        luo       11       
逼        bi        12       
逽        nuo       11       
逾        yu        12       
逿        tang      12       
遀        sui       12       
遁        dun       12       
遂        sui       12       
遃        yan       12       
遄        chuan     12       
遅        chi       12       
遆        ti        12       
遇        yu        12       
遈        shi       12       
遉        zhen      12       
遊        you       12       
運        yun       12       
遌        e         12       
遍        bian      12       
過        huo       11       
遏        e         12       
遐        xia       12       
遑        huang     12       
遒        qiu       12       
道        dao       12       
達        ta        12       
違        wei       12       
遖        nan       12       
遗        yi        12       
遘        gou       13       
遙        yao       13       
遚        chou      12       
遛        liu       13       
遜        xun       13       
遝        ta        13       
遞        shi       13       
遟        zhi       13       
遠        yuan      13       
遡        su        13       
遢        ta        13       
遣        qian      13       
遤        ma        13       
遥        yao       13       
遦        guan      14       
遧        zhang     14       
遨        ao        13       
適        zhe       14       
遪        ca        14       
遫        chi       14       
遬        su        14       
遭        zao       14       
遮        zhe       14       
遯        dun       14       
遰        shi       14       
遱        lou       14       
遲        zhi       15       
遳        cuo       13       
遴        lin       15       
遵        zun       15       
遶        rao       15       
遷        qian      15       
選        xuan      15       
遹        yu        15       
遺        yi        15       
遻        e         15       
遼        liao      15       
遽        ju        16       
遾        shi       16       
避        bi        16       
邀        yao       16       
邁        mai       15       
邂        xie       16       
邃        sui       17       
還        xuan      16       
邅        zhan      16       
邆        teng      15       
邇        er        17       
邈        miao      17       
邉        bian      17       
邊        bian      18       
邋        la        18       
邌        li        18       
邍        yuan      19       
邎        you       21       
邏        luo       22       
邐        li        22       
邑        yi        7        
邒        ting      4        
邓        deng      4        
邔        qi        5        
邕        yong      10       
邖        shan      5        
邗        han       5        
邘        yu        5        
邙        mang      5        
邚        ru        5        
邛        qiong     5        
邜        wan       5        
邝        kuang     5        
邞        fu        6        
邟        kang      6        
邠        bin       6        
邡        fang      6        
邢        xing      6        
那        na        6        
邤        xin       6        
邥        shen      6        
邦        bang      6        
邧        yuan      6        
邨        cun       6        
邩        huo       6        
邪        xie       6        
邫        bang      11       
邬        wu        6        
邭        ju        7        
邮        you       7        
邯        han       7        
邰        tai       7        
邱        qiu       7        
邲        bian      7        
邳        pi        7        
邴        bing      7        
邵        shao      7        
邶        bei       7        
邷        wa        6        
邸        di        7        
邹        zou       7        
邺        ye        7        
邻        lin       7        
邼        kuang     8        
邽        gui       8        
邾        zhu       8        
邿        shi       8        
郀        ku        8        
郁        yu        8        
郂        hai       8        
郃        xia       8        
郄        qie       8        
郅        zhi       8        
郆        ji        8        
郇        xun       8        
郈        hou       8        
郉        xing      8        
郊        jiao      8        
郋        xi        8        
郌        gui       13       
郍        nuo       8        
郎        lang      8        
郏        jia       8        
郐        kuai      8        
郑        zheng     8        
郒        lang      13       
郓        yun       8        
郔        yan       8        
郕        cheng     8        
郖        dou       9        
郗        xi        9        
郘        lv        8        
郙        fu        9        
郚        yu        9        
郛        fu        9        
郜        gao       9        
郝        hao       9        
郞        lang      9        
郟        jia       9        
郠        geng      9        
郡        jun       9        
郢        ying      9        
郣        bo        9        
郤        xi        9        
郥        qu        9        
郦        li        9        
郧        yun       9        
部        bu        10       
郩        xiao      10       
郪        qi        10       
郫        pi        10       
郬        qing      10       
郭        guo       10       
郮        zhou      10       
郯        tan       10       
郰        zou       10       
郱        ping      8        
郲        lei       10       
郳        ni        10       
郴        chen      10       
郵        you       10       
郶        pou       15       
郷        xiang     10       
郸        dan       10       
郹        ju        11       
郺        yong      16       
郻        qiao      11       
郼        yi        11       
都        dou       10       
郾        yan       11       
郿        mei       11       
鄀        ruo       10       
鄁        bei       11       
鄂        e         11       
鄃        shu       11       
鄄        juan      11       
鄅        yu        11       
鄆        yun       11       
鄇        hou       11       
鄈        kui       11       
鄉        xiang     11       
鄊        xiang     11       
鄋        sou       11       
鄌        tang      12       
鄍        ming      12       
鄎        xi        12       
鄏        ru        12       
鄐        chu       12       
鄑        zi        12       
鄒        zou       12       
鄓        ye        12       
鄔        wu        12       
鄕        xiang     12       
鄖        yun       12       
鄗        qiao      12       
鄘        yong      13       
鄙        bi        13       
鄚        mao       12       
鄛        chao      13       
鄜        lu        13       
鄝        liao      13       
鄞        yin       13       
鄟        zhuan     13       
鄠        hu        13       
鄡        qiao      13       
鄢        yan       13       
鄣        zhang     13       
鄤        wan       13       
鄥        qiao      13       
鄦        xu        14       
鄧        deng      14       
鄨        bi        18       
鄩        xun       14       
鄪        bi        14       
鄫        zeng      14       
鄬        wei       14       
鄭        zheng     14       
鄮        mao       14       
鄯        shan      14       
鄰        lin       14       
鄱        po        14       
鄲        duo       14       
鄳        meng      14       
鄴        ye        15       
鄵        sao       15       
鄶        kuai      15       
鄷        feng      15       
鄸        meng      15       
鄹        zou       16       
鄺        kuo       16       
鄻        lian      17       
鄼        zan       17       
鄽        chan      17       
鄾        you       17       
鄿        qi        17       
酀        yan       18       
酁        chan      19       
酂        zan       18       
酃        ling      19       
酄        quan      19       
酅        xi        20       
酆        feng      20       
酇        zan       21       
酈        zhi       21       
酉        you       7        
酊        ding      9        
酋        qiu       9        
酌        zhuo      10       
配        pei       10       
酎        zhou      10       
酏        yi        10       
酐        gan       10       
酑        yu        10       
酒        jiu       10       
酓        yin       11       
酔        zui       11       
酕        mao       11       
酖        zhen      11       
酗        xu        11       
酘        dou       11       
酙        zhen      11       
酚        fen       11       
酛        yuan      11       
酜        fu        11       
酝        yun       11       
酞        tai       11       
酟        tian      12       
酠        qia       12       
酡        tuo       12       
酢        zuo       12       
酣        han       12       
酤        gu        12       
酥        su        12       
酦        po        12       
酧        chou      13       
酨        zui       13       
酩        ming      13       
酪        lao       13       
酫        chuo      13       
酬        chou      13       
酭        you       13       
酮        tong      13       
酯        zhi       13       
酰        xian      13       
酱        jiang     13       
酲        cheng     14       
酳        yin       14       
酴        tu        14       
酵        jiao      14       
酶        mei       14       
酷        ku        14       
酸        suan      14       
酹        lei       14       
酺        pu        14       
酻        zui       14       
酼        hai       14       
酽        yan       14       
酾        shai      14       
酿        niang     14       
醀        zhui      15       
醁        lu        15       
醂        lan       15       
醃        yan       15       
醄        tao       15       
醅        pei       15       
醆        zhan      15       
醇        chun      15       
醈        tan       15       
醉        zui       15       
醊        zhui      15       
醋        cu        15       
醌        kun       15       
醍        ti        16       
醎        xian      16       
醏        du        15       
醐        hu        16       
醑        xu        16       
醒        xing      16       
醓        tan       16       
醔        qiu       16       
醕        chun      16       
醖        yun       16       
醗        fa        16       
醘        ke        17       
醙        sou       16       
醚        mi        16       
醛        quan      16       
醜        chou      16       
醝        cuo       16       
醞        yun       17       
醟        yong      17       
醠        ang       17       
醡        zha       17       
醢        hai       17       
醣        tang      17       
醤        jiang     17       
醥        piao      18       
醦        chen      18       
醧        yu        18       
醨        li        17       
醩        zao       18       
醪        lao       18       
醫        yi        18       
醬        jiang     18       
醭        bu        19       
醮        jiao      19       
醯        xi        19       
醰        tan       19       
醱        po        19       
醲        nong      20       
醳        yi        20       
醴        li        20       
醵        ju        20       
醶        yan       20       
醷        yi        20       
醸        niang     20       
醹        ru        21       
醺        xun       21       
醻        shou      21       
醼        yan       23       
醽        ling      24       
醾        mi        24       
醿        mi        24       
釀        niang     24       
釁        xin       26       
釂        jiao      24       
釃        shi       26       
釄        mi        26       
釅        yan       26       
釆        bian      7        
采        cai       8        
釈        shi       11       
釉        you       12       
释        shi       12       
釋        yi        20       
里        li        7        
重        zhong     9        
野        ye        11       
量        liang     12       
釐        xi        18       
金        jin       8        
釒        jin       8        
釓        qiu       9        
釔        yi        9        
釕        liao      10       
釖        dao       10       
釗        zhao      10       
釘        ling      10       
釙        po        10       
釚        qiu       10       
釛        ba        10       
釜        fu        10       
針        zhen      10       
釞        zhi       10       
釟        ba        10       
釠        luan      10       
釡        fu        10       
釢        nai       10       
釣        diao      11       
釤        xian      11       
釥        qiao      11       
釦        kou       11       
釧        chuan     11       
釨        zi        11       
釩        fan       11       
釪        yu        11       
釫        wu        11       
釬        han       11       
釭        gang      11       
釮        qi        11       
釯        mang      11       
釰        ri        11       
釱        di        11       
釲        si        11       
釳        xi        11       
釴        yi        11       
釵        chai      11       
釶        yi        11       
釷        tu        11       
釸        xi        11       
釹        nv        11       
釺        qian      11       
釻        qiu       11       
釼        jian      11       
釽        zhao      12       
釾        ye        12       
釿        yin       12       
鈀        pa        12       
鈁        fang      12       
鈂        zhen      12       
鈃        xing      12       
鈄        dou       12       
鈅        yue       12       
鈆        zhong     12       
鈇        fu        12       
鈈        pi        12       
鈉        rui       12       
鈊        xin       12       
鈋        e         12       
鈌        jue       12       
鈍        dun       12       
鈎        gou       12       
鈏        yin       12       
鈐        qian      12       
鈑        ban       12       
鈒        xi        11       
鈓        ren       12       
鈔        chao      12       
鈕        niu       12       
鈖        fen       12       
鈗        yun       12       
鈘        yi        12       
鈙        qin       12       
鈚        pi        12       
鈛        guo       12       
鈜        hong      12       
鈝        yin       12       
鈞        jun       12       
鈟        diao      12       
鈠        yi        12       
鈡        zhong     12       
鈢        xi        12       
鈣        gai       12       
鈤        ri        12       
鈥        huo       12       
鈦        tai       12       
鈧        kang      12       
鈨        yuan      12       
鈩        lu        12       
鈪        ngag      12       
鈫        wen       12       
鈬        duo       12       
鈭        zi        14       
鈮        ni        13       
鈯        tu        13       
鈰        shi       13       
鈱        min       13       
鈲        pi        13       
鈳        ke        13       
鈴        ling      13       
鈵        bing      13       
鈶        tai       13       
鈷        hu        13       
鈸        bo        13       
鈹        pi        13       
鈺        yu        13       
鈻        si        13       
鈼        zuo       13       
鈽        bu        13       
鈾        zhou      13       
鈿        tian      13       
鉀        jia       13       
鉁        zhen      13       
鉂        shi       13       
鉃        zu        13       
鉄        zhi       13       
鉅        ju        12       
鉆        tie       13       
鉇        yi        13       
鉈        yi        13       
鉉        xuan      13       
鉊        zhao      13       
鉋        pao       13       
鉌        he        13       
鉍        se        13       
鉎        sheng     13       
鉏        zu        13       
鉐        zu        13       
鉑        bo        13       
鉒        zhu       13       
鉓        chi       13       
鉔        za        13       
鉕        po        13       
鉖        tong      13       
鉗        qian      13       
鉘        fu        13       
鉙        zhai      13       
鉚        mao       13       
鉛        yan       13       
鉜        fu        13       
鉝        li        13       
鉞        yue       13       
鉟        pi        13       
鉠        yang      13       
鉡        ban       13       
鉢        bo        13       
鉣        jie       13       
鉤        qu        13       
鉥        xu        13       
鉦        zheng     13       
鉧        mu        13       
鉨        xi        13       
鉩        xi        13       
鉪        di        13       
鉫        jia       13       
鉬        mu        13       
鉭        tan       13       
鉮        shen      13       
鉯        yi        12       
鉰        si        13       
鉱        kuang     13       
鉲        ka        13       
鉳        bei       13       
鉴        jian      13       
鉵        zhuo      14       
鉶        xing      14       
鉷        hong      14       
鉸        jiao      14       
鉹        chi       14       
鉺        keng      14       
鉻        luo       14       
鉼        ping      14       
鉽        shi       14       
鉾        mou       14       
鉿        ke        14       
銀        yin       14       
銁        jun       14       
銂        zhou      14       
銃        chong     14       
銄        xiang     14       
銅        tong      14       
銆        mo        14       
銇        lei       14       
銈        ji        14       
銉        yu        14       
銊        xu        14       
銋        ren       14       
銌        zun       14       
銍        zhi       14       
銎        qiong     14       
銏        shuo      13       
銐        li        14       
銑        xian      14       
銒        xing      14       
銓        quan      14       
銔        pi        14       
銕        yi        14       
銖        zhu       14       
銗        xiang     14       
銘        ming      14       
銙        kua       14       
銚        yao       14       
銛        xian      14       
銜        xian      14       
銝        xiu       14       
銞        jun       14       
銟        cha       14       
銠        lao       14       
銡        ji        14       
銢        pi        14       
銣        ru        14       
銤        mi        14       
銥        yi        14       
銦        yin       14       
銧        guang     14       
銨        an        14       
銩        diu       14       
銪        you       14       
銫        se        14       
銬        kao       14       
銭        qian      14       
銮        luan      14       
銯        si        14       
銰        ngai      13       
銱        diao      14       
銲        han       15       
銳        yue       15       
銴        zhi       15       
銵        keng      15       
銶        qiu       15       
銷        xiao      15       
銸        zhe       15       
銹        you       15       
銺        zang      15       
銻        ti        15       
銼        cuo       15       
銽        gua       15       
銾        hong      15       
銿        zhong     15       
鋀        tu        15       
鋁        lv        14       
鋂        meng      15       
鋃        lang      15       
鋄        wan       15       
鋅        zi        15       
鋆        yun       15       
鋇        bei       15       
鋈        wu        15       
鋉        su        15       
鋊        yu        15       
鋋        chan      14       
鋌        ting      14       
鋍        bo        15       
鋎        han       15       
鋏        jia       15       
鋐        hong      15       
鋑        juan      15       
鋒        feng      15       
鋓        chan      15       
鋔        wan       15       
鋕        zhi       15       
鋖        tuo       15       
鋗        xuan      15       
鋘        wu        15       
鋙        yu        15       
鋚        tiao      15       
鋛        kuang     15       
鋜        zhuo      15       
鋝        lue       15       
鋞        xing      15       
鋟        qin       15       
鋠        shen      15       
鋡        han       15       
鋢        lue       15       
鋣        ye        14       
鋤        ju        15       
鋥        zeng      15       
鋦        ju        15       
鋧        xian      15       
鋨        tie       15       
鋩        mang      14       
鋪        pu        15       
鋫        li        15       
鋬        pan       15       
鋭        yue       15       
鋮        cheng     14       
鋯        gao       15       
鋰        li        15       
鋱        te        15       
鋲        bing      15       
鋳        zhu       15       
鋴        zhen      15       
鋵        tu        15       
鋶        liu       15       
鋷        zui       16       
鋸        ju        16       
鋹        chang     16       
鋺        yuan      16       
鋻        jian      16       
鋼        gang      16       
鋽        diao      16       
鋾        tao       16       
鋿        chang     16       
錀        lun       16       
錁        kua       16       
錂        ling      16       
錃        pi        16       
錄        lu        16       
錅        li        16       
錆        qiang     16       
錇        pou       16       
錈        juan      16       
錉        min       16       
錊        zui       16       
錋        peng      16       
錌        an        16       
錍        pi        16       
錎        xian      16       
錏        ya        16       
錐        zhui      16       
錑        li        16       
錒        ke        15       
錓        kong      15       
錔        ta        16       
錕        kun       16       
錖        du        16       
錗        zhui      16       
錘        chui      16       
錙        zi        16       
錚        zheng     14       
錛        ben       16       
錜        nie       16       
錝        zong      16       
錞        duo       16       
錟        yan       16       
錠        ding      16       
錡        yi        16       
錢        qian      16       
錣        zhui      16       
錤        ji        16       
錥        yu        16       
錦        jin       16       
錧        guan      16       
錨        mao       16       
錩        chang     16       
錪        tun       16       
錫        xi        16       
錬        lian      16       
錭        tao       16       
錮        gu        16       
錯        xi        16       
錰        shu       16       
錱        zhen      16       
録        lv        16       
錳        meng      16       
錴        lu        16       
錵        hua       15       
錶        biao      16       
錷        ga        16       
錸        lai       16       
錹        ken       16       
錺        fang      15       
錻        wu        16       
錼        nai       16       
錽        wan       16       
錾        zan       16       
錿        hu        16       
鍀        de        16       
鍁        xian      16       
鍂        uu        16       
鍃        huo       16       
鍄        liang     16       
鍅        fa        16       
鍆        men       16       
鍇        kai       17       
鍈        yang      16       
鍉        shi       17       
鍊        lian      17       
鍋        guo       16       
鍌        xian      17       
鍍        du        17       
鍎        tu        17       
鍏        wei       17       
鍐        wan       17       
鍑        fu        17       
鍒        rou       17       
鍓        ji        17       
鍔        e         17       
鍕        jun       17       
鍖        zhen      17       
鍗        ti        17       
鍘        zha       17       
鍙        hu        17       
鍚        yang      17       
鍛        duan      17       
鍜        xia       17       
鍝        yu        17       
鍞        keng      17       
鍟        sheng     17       
鍠        huang     17       
鍡        wei       17       
鍢        fu        17       
鍣        zhao      16       
鍤        cha       17       
鍥        qie       17       
鍦        shi       17       
鍧        hong      17       
鍨        kui       17       
鍩        tian      16       
鍪        mou       17       
鍫        qiao      17       
鍬        qiao      17       
鍭        hou       17       
鍮        tou       17       
鍯        zong      17       
鍰        huan      17       
鍱        ye        17       
鍲        min       17       
鍳        jian      17       
鍴        duan      17       
鍵        jian      16       
鍶        song      17       
鍷        kui       17       
鍸        hu        17       
鍹        xuan      17       
鍺        zhe       16       
鍻        jie       17       
鍼        zhen      17       
鍽        bian      17       
鍾        zhong     17       
鍿        zi        17       
鎀        xiu       17       
鎁        ye        16       
鎂        mei       17       
鎃        pai       17       
鎄        ai        17       
鎅        gai       17       
鎆        qian      17       
鎇        mei       17       
鎈        suo       17       
鎉        ta        18       
鎊        pang      18       
鎋        xia       18       
鎌        lian      18       
鎍        suo       18       
鎎        kai       18       
鎏        liu       18       
鎐        zu        18       
鎑        ye        18       
鎒        nou       18       
鎓        weng      18       
鎔        rong      18       
鎕        tang      18       
鎖        suo       18       
鎗        qiang     18       
鎘        li        18       
鎙        shuo      18       
鎚        zhui      17       
鎛        bo        18       
鎜        pan       18       
鎝        sa        17       
鎞        pi        18       
鎟        sang      18       
鎠        gang      18       
鎡        zi        17       
鎢        wu        18       
鎣        ying      18       
鎤        huang     18       
鎥        tiao      18       
鎦        liu       18       
鎧        kai       18       
鎨        sun       18       
鎩        shi       18       
鎪        sou       17       
鎫        wan       18       
鎬        hao       18       
鎭        zhen      18       
鎮        zhen      18       
鎯        luo       16       
鎰        yi        18       
鎱        yuan      18       
鎲        tang      18       
鎳        nie       18       
鎴        xi        18       
鎵        jia       18       
鎶        ge        18       
鎷        ma        18       
鎸        juan      18       
鎹        song      17       
鎺        zu        17       
鎻        suo       18       
鎼        uu        18       
鎽        feng      18       
鎾        wen       17       
鎿        na        18       
鏀        lu        19       
鏁        suo       19       
鏂        ou        19       
鏃        zu        19       
鏄        tuan      19       
鏅        xiu       18       
鏆        guan      19       
鏇        xuan      19       
鏈        lian      18       
鏉        sou       19       
鏊        ao        18       
鏋        man       19       
鏌        mo        18       
鏍        luo       19       
鏎        bi        18       
鏏        wei       19       
鏐        liu       19       
鏑        di        19       
鏒        san       19       
鏓        zong      19       
鏔        yi        19       
鏕        lu        19       
鏖        ao        19       
鏗        keng      19       
鏘        qiang     19       
鏙        cui       19       
鏚        qi        19       
鏛        chang     19       
鏜        tang      19       
鏝        man       19       
鏞        yong      19       
鏟        chan      19       
鏠        feng      18       
鏡        jing      19       
鏢        biao      19       
鏣        shu       19       
鏤        lv        19       
鏥        xiu       19       
鏦        cong      19       
鏧        long      19       
鏨        zan       19       
鏩        zan       19       
鏪        cao       19       
鏫        li        19       
鏬        xia       19       
鏭        xi        19       
鏮        kang      19       
鏯        shuang    19       
鏰        beng      19       
鏱        zhang     19       
鏲        qian      19       
鏳        cheng     20       
鏴        lu        21       
鏵        hua       18       
鏶        ji        20       
鏷        pu        20       
鏸        sui       20       
鏹        qiang     20       
鏺        po        20       
鏻        lin       20       
鏼        se        20       
鏽        xiu       21       
鏾        xian      20       
鏿        cheng     20       
鐀        kui       20       
鐁        si        20       
鐂        liu       20       
鐃        nao       20       
鐄        huang     19       
鐅        pie       19       
鐆        sui       19       
鐇        fan       20       
鐈        qiao      20       
鐉        quan      20       
鐊        yang      19       
鐋        tang      20       
鐌        xiang     19       
鐍        yu        20       
鐎        jiao      20       
鐏        zun       20       
鐐        liao      20       
鐑        qie       20       
鐒        lao       20       
鐓        dun       20       
鐔        xin       20       
鐕        zan       20       
鐖        qi        20       
鐗        jian      20       
鐘        zhong     20       
鐙        deng      20       
鐚        ya        20       
鐛        ying      20       
鐜        dun       20       
鐝        jue       20       
鐞        nou       20       
鐟        zan       20       
鐠        pu        20       
鐡        tie       20       
鐢        uu        20       
鐣        zhang     20       
鐤        ding      20       
鐥        shan      20       
鐦        kai       20       
鐧        jian      20       
鐨        fei       20       
鐩        sui       20       
鐪        lu        21       
鐫        juan      20       
鐬        hui       21       
鐭        yu        20       
鐮        lian      21       
鐯        zhuo      19       
鐰        sao       21       
鐱        qian      21       
鐲        zhuo      21       
鐳        lei       21       
鐴        bi        21       
鐵        tie       21       
鐶        xuan      21       
鐷        ye        20       
鐸        duo       21       
鐹        guo       19       
鐺        tang      21       
鐻        qu        21       
鐼        fen       20       
鐽        da        20       
鐾        bei       21       
鐿        yi        21       
鑀        ai        21       
鑁        zong      21       
鑂        xun       22       
鑃        diao      22       
鑄        zhu       22       
鑅        heng      22       
鑆        zhui      22       
鑇        ji        22       
鑈        nie       22       
鑉        he        21       
鑊        huo       21       
鑋        qing      22       
鑌        bin       22       
鑍        ying      22       
鑎        kui       22       
鑏        ning      22       
鑐        xu        22       
鑑        jian      22       
鑒        jian      22       
鑓        qian      21       
鑔        cha       22       
鑕        zhi       23       
鑖        mie       22       
鑗        li        23       
鑘        lei       23       
鑙        ji        23       
鑚        zuan      23       
鑛        kuang     22       
鑜        shang     23       
鑝        peng      21       
鑞        la        23       
鑟        du        23       
鑠        yue       23       
鑡        chuo      23       
鑢        lv        23       
鑣        biao      23       
鑤        bao       23       
鑥        lu        23       
鑦        xian      23       
鑧        kuan      22       
鑨        long      25       
鑩        e         24       
鑪        lu        24       
鑫        xin       24       
鑬        jian      24       
鑭        lan       25       
鑮        bo        24       
鑯        qian      25       
鑰        yao       25       
鑱        chan      25       
鑲        xiang     25       
鑳        jian      25       
鑴        xi        26       
鑵        guan      25       
鑶        cang      25       
鑷        nie       26       
鑸        lei       26       
鑹        cuan      26       
鑺        qu        26       
鑻        pan       27       
鑼        luo       27       
鑽        zuan      27       
鑾        luan      27       
鑿        zuo       28       
钀        yi        28       
钁        jue       28       
钂        tang      28       
钃        zhu       29       
钄        lan       28       
钅        jin       5        
钆        ga        6        
钇        yi        6        
针        zhen      7        
钉        ding      7        
钊        zhao      7        
钋        po        7        
钌        liao      7        
钍        tu        8        
钎        qian      8        
钏        chuan     8        
钐        shan      8        
钑        xi        8        
钒        fan       8        
钓        diao      8        
钔        men       8        
钕        nv        8        
钖        yang      8        
钗        chai      8        
钘        xing      9        
钙        gai       9        
钚        bu        9        
钛        tai       9        
钜        ju        9        
钝        dun       9        
钞        chao      9        
钟        zhong     9        
钠        na        9        
钡        bei       9        
钢        gang      9        
钣        ban       9        
钤        qian      9        
钥        yao       9        
钦        qin       9        
钧        jun       9        
钨        wu        9        
钩        gou       9        
钪        kang      9        
钫        fang      9        
钬        huo       9        
钭        tou       9        
钮        niu       9        
钯        pa        9        
钰        yu        10       
钱        qian      10       
钲        zheng     10       
钳        qian      10       
钴        gu        10       
钵        bo        10       
钶        ke        10       
钷        po        10       
钸        bu        10       
钹        bo        10       
钺        yue       10       
钻        zuan      10       
钼        mu        10       
钽        tan       10       
钾        jia       10       
钿        dian      10       
铀        you       10       
铁        tie       10       
铂        bo        10       
铃        ling      10       
铄        shuo      10       
铅        qian      10       
铆        mao       10       
铇        pao       10       
铈        shi       10       
铉        xuan      10       
铊        ta        10       
铋        bi        10       
铌        ni        10       
铍        pi        10       
铎        duo       10       
铏        xing      11       
铐        kao       11       
铑        lao       11       
铒        er        11       
铓        mang      11       
铔        ya        11       
铕        you       11       
铖        cheng     11       
铗        jia       11       
铘        ye        11       
铙        nao       11       
铚        zhi       11       
铛        cheng     11       
铜        tong      11       
铝        lv        11       
铞        diao      11       
铟        yin       11       
铠        kai       11       
铡        zha       11       
铢        zhu       11       
铣        xian      11       
铤        ding      11       
铥        diu       11       
铦        xian      11       
铧        hua       11       
铨        quan      11       
铩        sha       11       
铪        ha        11       
铫        diao      11       
铬        ge        11       
铭        ming      11       
铮        zheng     11       
铯        se        11       
铰        jiao      11       
铱        yi        11       
铲        chan      11       
铳        chong     11       
铴        tang      11       
铵        an        11       
银        yin       11       
铷        ru        11       
铸        zhu       12       
铹        lao       12       
铺        pu        12       
铻        yu        12       
铼        lai       12       
铽        te        12       
链        lian      12       
铿        keng      12       
销        xiao      12       
锁        suo       12       
锂        li        12       
锃        zeng      12       
锄        chu       12       
锅        guo       12       
锆        gao       12       
锇        e         12       
锈        xiu       12       
锉        cuo       12       
锊        lue       12       
锋        feng      12       
锌        xin       12       
锍        liu       12       
锎        kai       12       
锏        jian      12       
锐        rui       12       
锑        ti        12       
锒        lang      12       
锓        qin       12       
锔        ju        12       
锕        a         12       
锖        qiang     13       
锗        zhe       13       
锘        nuo       13       
错        cuo       13       
锚        mao       13       
锛        ben       13       
锜        yi        13       
锝        de        13       
锞        ke        13       
锟        kun       13       
锠        chang     13       
锡        xi        13       
锢        gu        13       
锣        luo       13       
锤        chui      13       
锥        zhui      13       
锦        jin       13       
锧        zhi       13       
锨        xian      13       
锩        juan      13       
锪        huo       13       
锫        pei       13       
锬        tan       13       
锭        ding      13       
键        jian      13       
锯        ju        13       
锰        meng      13       
锱        zi        13       
锲        qie       14       
锳        ying      13       
锴        kai       14       
锵        qiang     14       
锶        si        14       
锷        e         14       
锸        cha       14       
锹        qiao      14       
锺        zhong     14       
锻        duan      14       
锼        sou       14       
锽        huang     14       
锾        huan      14       
锿        ai        14       
镀        du        14       
镁        mei       14       
镂        lou       14       
镃        zi        14       
镄        fei       14       
镅        mei       14       
镆        mo        15       
镇        zhen      15       
镈        bo        15       
镉        ge        15       
镊        nie       15       
镋        tang      15       
镌        juan      14       
镍        nie       15       
镎        na        15       
镏        liu       15       
镐        gao       15       
镑        bang      15       
镒        yi        15       
镓        jia       15       
镔        bin       15       
镕        rong      15       
镖        biao      16       
镗        tang      16       
镘        man       16       
镙        luo       16       
镚        beng      16       
镛        yong      16       
镜        jing      16       
镝        di        16       
镞        zu        16       
镟        xuan      16       
镠        liu       16       
镡        chan      17       
镢        jue       17       
镣        liao      17       
镤        pu        17       
镥        lu        17       
镦        dun       17       
镧        lan       17       
镨        pu        17       
镩        cuan      17       
镪        qiang     17       
镫        deng      17       
镬        huo       18       
镭        lei       18       
镮        xuan      18       
镯        zhuo      18       
镰        lian      18       
镱        yi        18       
镲        cha       19       
镳        biao      20       
镴        la        20       
镵        chan      22       
镶        xiang     22       
長        zhang     8        
镸        zhang     7        
镹        jiu       10       
镺        ao        11       
镻        die       12       
镼        jue       15       
镽        liao      19       
镾        ni        21       
长        zhang     4        
門        men       8        
閁        ma        9        
閂        shuan     9        
閃        shan      10       
閄        shan      10       
閅        men       10       
閆        yan       11       
閇        bi        11       
閈        han       11       
閉        bi        11       
閊        shan      11       
開        qian      12       
閌        kang      12       
閍        beng      12       
閎        hong      12       
閏        run       12       
閐        san       12       
閑        xian      12       
閒        xian      12       
間        jian      12       
閔        min       12       
閕        xia       12       
閖        shui      12       
閗        dou       12       
閘        zha       13       
閙        nao       13       
閚        zhan      13       
閛        peng      13       
閜        xia       13       
閝        ling      13       
閞        guan      13       
閟        bi        13       
閠        run       13       
閡        he        14       
関        wan       14       
閣        ge        14       
閤        ge        14       
閥        fa        14       
閦        chu       14       
閧        xiang     14       
閨        gui       14       
閩        min       14       
閪        seo       14       
閫        kun       15       
閬        liang     15       
閭        lv        14       
閮        ting      14       
閯        sha       15       
閰        ju        14       
閱        yue       15       
閲        yue       15       
閳        chan      15       
閴        qu        15       
閵        lin       16       
閶        tang      16       
閷        shai      16       
閸        kun       16       
閹        yan       16       
閺        wen       16       
閻        yan       16       
閼        yu        16       
閽        hun       16       
閾        yu        16       
閿        wen       16       
闀        xiang     17       
闁        bao       16       
闂        xiang     16       
闃        qu        17       
闄        yao       17       
闅        wen       17       
闆        pan       17       
闇        yin       17       
闈        wei       17       
闉        yin       17       
闊        kuo       17       
闋        que       17       
闌        lan       17       
闍        she       16       
闎        quan      17       
闏        phdeng    17       
闐        tian      18       
闑        nie       18       
闒        ta        18       
闓        kai       18       
闔        he        18       
闕        que       18       
闖        chuang    18       
闗        wan       18       
闘        dou       18       
闙        qi        19       
闚        kui       19       
闛        tang      19       
關        wan       19       
闝        piao      19       
闞        xian      19       
闟        xi        20       
闠        hui       20       
闡        chan      20       
闢        pi        21       
闣        tang      21       
